request_id,description,request_type_id,request_type,request_status,state_title,state_stage,entdate,entuser,entuser_full_name,deployment_date,deployment_attempt_no,environment_id,environment_name,application_id,application_name
103,x,5,URGENT,NEW,New,START,01.08.2016 19:09:34,9,Developer User 1,01.08.2016 18:24:01,0,17,LOCAL FOR DEMO,202,Oracle DB
129,xxxx,5,URGENT,NEW,New,START,02.08.2016 20:23:59,9,Developer User 1,02.08.2016 20:23:52,0,17,LOCAL FOR DEMO,204,War Applications on local
129,xxxx,5,URGENT,NEW,New,START,02.08.2016 20:23:59,9,Developer User 1,02.08.2016 20:23:52,0,17,LOCAL FOR DEMO,202,Oracle DB
132,eklemeyi dene,5,URGENT,NEW,New,START,03.08.2016 09:31:55,9,Developer User 1,03.08.2016 09:16:57,0,17,LOCAL FOR DEMO,204,War Applications on local
132,eklemeyi dene,5,URGENT,NEW,New,START,03.08.2016 09:31:55,9,Developer User 1,03.08.2016 09:16:57,0,17,LOCAL FOR DEMO,202,Oracle DB
65,ssss,5,URGENT,NEW,New,START,14.01.2016 12:35:54,9,Tester User 2,14.01.2016 12:35:48,0,17,LOCAL FOR DEMO,204,War Applications on local
95,zzz,5,URGENT,NEW,New,START,30.06.2016 11:26:51,9,Tester User 2,30.06.2016 04:25:55,0,17,LOCAL FOR DEMO,208,Long Running Application For Test
103,x,5,URGENT,NEW,New,START,01.08.2016 19:09:34,9,Tester User 2,01.08.2016 18:24:01,0,17,LOCAL FOR DEMO,204,War Applications on local
103,x,5,URGENT,NEW,New,START,01.08.2016 19:09:34,9,Tester User 2,01.08.2016 18:24:01,0,17,LOCAL FOR DEMO,202,Oracle DB
129,xxxx,5,URGENT,NEW,New,START,02.08.2016 20:23:59,9,Tester User 2,02.08.2016 20:23:52,0,17,LOCAL FOR DEMO,204,War Applications on local
129,xxxx,5,URGENT,NEW,New,START,02.08.2016 20:23:59,9,Tester User 2,02.08.2016 20:23:52,0,17,LOCAL FOR DEMO,202,Oracle DB
132,eklemeyi dene,5,URGENT,NEW,New,START,03.08.2016 09:31:55,9,Tester User 2,03.08.2016 09:16:57,0,17,LOCAL FOR DEMO,204,War Applications on local
132,eklemeyi dene,5,URGENT,NEW,New,START,03.08.2016 09:31:55,9,Tester User 2,03.08.2016 09:16:57,0,17,LOCAL FOR DEMO,202,Oracle DB
65,ssss,5,URGENT,NEW,New,START,14.01.2016 12:35:54,9,Release Manager,14.01.2016 12:35:48,0,17,LOCAL FOR DEMO,204,War Applications on local
95,zzz,5,URGENT,NEW,New,START,30.06.2016 11:26:51,9,Release Manager,30.06.2016 04:25:55,0,17,LOCAL FOR DEMO,208,Long Running Application For Test
103,x,5,URGENT,NEW,New,START,01.08.2016 19:09:34,9,Release Manager,01.08.2016 18:24:01,0,17,LOCAL FOR DEMO,204,War Applications on local
103,x,5,URGENT,NEW,New,START,01.08.2016 19:09:34,9,Release Manager,01.08.2016 18:24:01,0,17,LOCAL FOR DEMO,202,Oracle DB
129,xxxx,5,URGENT,NEW,New,START,02.08.2016 20:23:59,9,Release Manager,02.08.2016 20:23:52,0,17,LOCAL FOR DEMO,204,War Applications on local
129,xxxx,5,URGENT,NEW,New,START,02.08.2016 20:23:59,9,Release Manager,02.08.2016 20:23:52,0,17,LOCAL FOR DEMO,202,Oracle DB
132,eklemeyi dene,5,URGENT,NEW,New,START,03.08.2016 09:31:55,9,Release Manager,03.08.2016 09:16:57,0,17,LOCAL FOR DEMO,204,War Applications on local
132,eklemeyi dene,5,URGENT,NEW,New,START,03.08.2016 09:31:55,9,Release Manager,03.08.2016 09:16:57,0,17,LOCAL FOR DEMO,202,Oracle DB
65,ssss,5,URGENT,NEW,New,START,14.01.2016 12:35:54,9,Development Manager,14.01.2016 12:35:48,0,17,LOCAL FOR DEMO,204,War Applications on local
95,zzz,5,URGENT,NEW,New,START,30.06.2016 11:26:51,9,Development Manager,30.06.2016 04:25:55,0,17,LOCAL FOR DEMO,208,Long Running Application For Test
103,x,5,URGENT,NEW,New,START,01.08.2016 19:09:34,9,Development Manager,01.08.2016 18:24:01,0,17,LOCAL FOR DEMO,204,War Applications on local
103,x,5,URGENT,NEW,New,START,01.08.2016 19:09:34,9,Development Manager,01.08.2016 18:24:01,0,17,LOCAL FOR DEMO,202,Oracle DB
129,xxxx,5,URGENT,NEW,New,START,02.08.2016 20:23:59,9,Development Manager,02.08.2016 20:23:52,0,17,LOCAL FOR DEMO,204,War Applications on local
129,xxxx,5,URGENT,NEW,New,START,02.08.2016 20:23:59,9,Development Manager,02.08.2016 20:23:52,0,17,LOCAL FOR DEMO,202,Oracle DB
132,eklemeyi dene,5,URGENT,NEW,New,START,03.08.2016 09:31:55,9,Development Manager,03.08.2016 09:16:57,0,17,LOCAL FOR DEMO,204,War Applications on local
132,eklemeyi dene,5,URGENT,NEW,New,START,03.08.2016 09:31:55,9,Development Manager,03.08.2016 09:16:57,0,17,LOCAL FOR DEMO,202,Oracle DB
65,ssss,5,URGENT,NEW,New,START,14.01.2016 12:35:54,9,Test Manager,14.01.2016 12:35:48,0,17,LOCAL FOR DEMO,204,War Applications on local
95,zzz,5,URGENT,NEW,New,START,30.06.2016 11:26:51,9,Test Manager,30.06.2016 04:25:55,0,17,LOCAL FOR DEMO,208,Long Running Application For Test
103,x,5,URGENT,NEW,New,START,01.08.2016 19:09:34,9,Test Manager,01.08.2016 18:24:01,0,17,LOCAL FOR DEMO,204,War Applications on local
103,x,5,URGENT,NEW,New,START,01.08.2016 19:09:34,9,Test Manager,01.08.2016 18:24:01,0,17,LOCAL FOR DEMO,202,Oracle DB
129,xxxx,5,URGENT,NEW,New,START,02.08.2016 20:23:59,9,Test Manager,02.08.2016 20:23:52,0,17,LOCAL FOR DEMO,204,War Applications on local
129,xxxx,5,URGENT,NEW,New,START,02.08.2016 20:23:59,9,Test Manager,02.08.2016 20:23:52,0,17,LOCAL FOR DEMO,202,Oracle DB
132,eklemeyi dene,5,URGENT,NEW,New,START,03.08.2016 09:31:55,9,Test Manager,03.08.2016 09:16:57,0,17,LOCAL FOR DEMO,204,War Applications on local
132,eklemeyi dene,5,URGENT,NEW,New,START,03.08.2016 09:31:55,9,Test Manager,03.08.2016 09:16:57,0,17,LOCAL FOR DEMO,202,Oracle DB
65,ssss,5,URGENT,NEW,New,START,14.01.2016 12:35:54,9,Tester User 3,14.01.2016 12:35:48,0,17,LOCAL FOR DEMO,204,War Applications on local
95,zzz,5,URGENT,NEW,New,START,30.06.2016 11:26:51,9,Tester User 3,30.06.2016 04:25:55,0,17,LOCAL FOR DEMO,208,Long Running Application For Test
103,x,5,URGENT,NEW,New,START,01.08.2016 19:09:34,9,Tester User 3,01.08.2016 18:24:01,0,17,LOCAL FOR DEMO,204,War Applications on local
103,x,5,URGENT,NEW,New,START,01.08.2016 19:09:34,9,Tester User 3,01.08.2016 18:24:01,0,17,LOCAL FOR DEMO,202,Oracle DB
129,xxxx,5,URGENT,NEW,New,START,02.08.2016 20:23:59,9,Tester User 3,02.08.2016 20:23:52,0,17,LOCAL FOR DEMO,204,War Applications on local
129,xxxx,5,URGENT,NEW,New,START,02.08.2016 20:23:59,9,Tester User 3,02.08.2016 20:23:52,0,17,LOCAL FOR DEMO,202,Oracle DB
132,eklemeyi dene,5,URGENT,NEW,New,START,03.08.2016 09:31:55,9,Tester User 3,03.08.2016 09:16:57,0,17,LOCAL FOR DEMO,204,War Applications on local
132,eklemeyi dene,5,URGENT,NEW,New,START,03.08.2016 09:31:55,9,Tester User 3,03.08.2016 09:16:57,0,17,LOCAL FOR DEMO,202,Oracle DB
65,ssss,5,URGENT,NEW,New,START,14.01.2016 12:35:54,9,Erdinc BAL,14.01.2016 12:35:48,0,17,LOCAL FOR DEMO,204,War Applications on local
95,zzz,5,URGENT,NEW,New,START,30.06.2016 11:26:51,9,Erdinc BAL,30.06.2016 04:25:55,0,17,LOCAL FOR DEMO,208,Long Running Application For Test
103,x,5,URGENT,NEW,New,START,01.08.2016 19:09:34,9,Erdinc BAL,01.08.2016 18:24:01,0,17,LOCAL FOR DEMO,204,War Applications on local
103,x,5,URGENT,NEW,New,START,01.08.2016 19:09:34,9,Erdinc BAL,01.08.2016 18:24:01,0,17,LOCAL FOR DEMO,202,Oracle DB
129,xxxx,5,URGENT,NEW,New,START,02.08.2016 20:23:59,9,Erdinc BAL,02.08.2016 20:23:52,0,17,LOCAL FOR DEMO,204,War Applications on local
129,xxxx,5,URGENT,NEW,New,START,02.08.2016 20:23:59,9,Erdinc BAL,02.08.2016 20:23:52,0,17,LOCAL FOR DEMO,202,Oracle DB
132,eklemeyi dene,5,URGENT,NEW,New,START,03.08.2016 09:31:55,9,Erdinc BAL,03.08.2016 09:16:57,0,17,LOCAL FOR DEMO,204,War Applications on local
132,eklemeyi dene,5,URGENT,NEW,New,START,03.08.2016 09:31:55,9,Erdinc BAL,03.08.2016 09:16:57,0,17,LOCAL FOR DEMO,202,Oracle DB
65,ssss,5,URGENT,NEW,New,START,14.01.2016 12:35:54,9,Adaoto Plasiyer,14.01.2016 12:35:48,0,17,LOCAL FOR DEMO,204,War Applications on local
95,zzz,5,URGENT,NEW,New,START,30.06.2016 11:26:51,9,Adaoto Plasiyer,30.06.2016 04:25:55,0,17,LOCAL FOR DEMO,208,Long Running Application For Test
103,x,5,URGENT,NEW,New,START,01.08.2016 19:09:34,9,Adaoto Plasiyer,01.08.2016 18:24:01,0,17,LOCAL FOR DEMO,204,War Applications on local
103,x,5,URGENT,NEW,New,START,01.08.2016 19:09:34,9,Adaoto Plasiyer,01.08.2016 18:24:01,0,17,LOCAL FOR DEMO,202,Oracle DB
129,xxxx,5,URGENT,NEW,New,START,02.08.2016 20:23:59,9,Adaoto Plasiyer,02.08.2016 20:23:52,0,17,LOCAL FOR DEMO,204,War Applications on local
129,xxxx,5,URGENT,NEW,New,START,02.08.2016 20:23:59,9,Adaoto Plasiyer,02.08.2016 20:23:52,0,17,LOCAL FOR DEMO,202,Oracle DB
132,eklemeyi dene,5,URGENT,NEW,New,START,03.08.2016 09:31:55,9,Adaoto Plasiyer,03.08.2016 09:16:57,0,17,LOCAL FOR DEMO,204,War Applications on local
132,eklemeyi dene,5,URGENT,NEW,New,START,03.08.2016 09:31:55,9,Adaoto Plasiyer,03.08.2016 09:16:57,0,17,LOCAL FOR DEMO,202,Oracle DB
9,New URGENT,5,URGENT,OPEN,Open,APPROVAL,11.11.2015 12:59:55,9,Admin Admin,11.11.2015 13:00:53,1,17,LOCAL FOR DEMO,204,War Applications on local
46,On Error Denemesi,5,URGENT,OPEN,Open,APPROVAL,04.01.2016 12:42:21,9,Admin Admin,04.01.2016 12:35:13,1,17,LOCAL FOR DEMO,202,Oracle DB
46,On Error Denemesi,5,URGENT,OPEN,Open,APPROVAL,04.01.2016 12:42:21,9,Admin Admin,04.01.2016 12:35:13,1,17,LOCAL FOR DEMO,204,War Applications on local
55,ssss,5,URGENT,OPEN,Open,APPROVAL,07.01.2016 12:47:58,9,Admin Admin,06.01.2016 16:02:37,0,17,LOCAL FOR DEMO,1,app for git
57,Old Version Check,5,URGENT,OPEN,Open,APPROVAL,06.01.2016 16:04:41,9,Admin Admin,06.01.2016 20:50:03,0,17,LOCAL FOR DEMO,204,War Applications on local
61,Skip edilen memberler case i,5,URGENT,OPEN,Open,APPROVAL,13.01.2016 16:05:21,9,Admin Admin,13.01.2016 16:05:09,1,17,LOCAL FOR DEMO,204,War Applications on local
62,Skip edilen memberler case i 2 ,5,URGENT,OPEN,Open,APPROVAL,13.01.2016 17:08:29,9,Admin Admin,13.01.2016 16:14:54,2,17,LOCAL FOR DEMO,204,War Applications on local
104,Continue On Error 4,5,URGENT,OPEN,Open,APPROVAL,02.08.2016 10:23:03,9,Admin Admin,02.08.2016 10:24:35,0,17,LOCAL FOR DEMO,204,War Applications on local
104,Continue On Error 4,5,URGENT,OPEN,Open,APPROVAL,02.08.2016 10:23:03,9,Admin Admin,02.08.2016 10:24:35,0,17,LOCAL FOR DEMO,202,Oracle DB
9,New URGENT,5,URGENT,OPEN,Open,APPROVAL,11.11.2015 12:59:55,9,demo KEMAL,11.11.2015 13:00:53,1,17,LOCAL FOR DEMO,204,War Applications on local
46,On Error Denemesi,5,URGENT,OPEN,Open,APPROVAL,04.01.2016 12:42:21,9,demo KEMAL,04.01.2016 12:35:13,1,17,LOCAL FOR DEMO,202,Oracle DB
46,On Error Denemesi,5,URGENT,OPEN,Open,APPROVAL,04.01.2016 12:42:21,9,demo KEMAL,04.01.2016 12:35:13,1,17,LOCAL FOR DEMO,204,War Applications on local
55,ssss,5,URGENT,OPEN,Open,APPROVAL,07.01.2016 12:47:58,9,demo KEMAL,06.01.2016 16:02:37,0,17,LOCAL FOR DEMO,1,app for git
57,Old Version Check,5,URGENT,OPEN,Open,APPROVAL,06.01.2016 16:04:41,9,demo KEMAL,06.01.2016 20:50:03,0,17,LOCAL FOR DEMO,204,War Applications on local
61,Skip edilen memberler case i,5,URGENT,OPEN,Open,APPROVAL,13.01.2016 16:05:21,9,demo KEMAL,13.01.2016 16:05:09,1,17,LOCAL FOR DEMO,204,War Applications on local
62,Skip edilen memberler case i 2 ,5,URGENT,OPEN,Open,APPROVAL,13.01.2016 17:08:29,9,demo KEMAL,13.01.2016 16:14:54,2,17,LOCAL FOR DEMO,204,War Applications on local
104,Continue On Error 4,5,URGENT,OPEN,Open,APPROVAL,02.08.2016 10:23:03,9,demo KEMAL,02.08.2016 10:24:35,0,17,LOCAL FOR DEMO,204,War Applications on local
104,Continue On Error 4,5,URGENT,OPEN,Open,APPROVAL,02.08.2016 10:23:03,9,demo KEMAL,02.08.2016 10:24:35,0,17,LOCAL FOR DEMO,202,Oracle DB
9,New URGENT,5,URGENT,OPEN,Open,APPROVAL,11.11.2015 12:59:55,9,SSping ss,11.11.2015 13:00:53,1,17,LOCAL FOR DEMO,204,War Applications on local
46,On Error Denemesi,5,URGENT,OPEN,Open,APPROVAL,04.01.2016 12:42:21,9,SSping ss,04.01.2016 12:35:13,1,17,LOCAL FOR DEMO,202,Oracle DB
46,On Error Denemesi,5,URGENT,OPEN,Open,APPROVAL,04.01.2016 12:42:21,9,SSping ss,04.01.2016 12:35:13,1,17,LOCAL FOR DEMO,204,War Applications on local
55,ssss,5,URGENT,OPEN,Open,APPROVAL,07.01.2016 12:47:58,9,SSping ss,06.01.2016 16:02:37,0,17,LOCAL FOR DEMO,1,app for git
57,Old Version Check,5,URGENT,OPEN,Open,APPROVAL,06.01.2016 16:04:41,9,SSping ss,06.01.2016 20:50:03,0,17,LOCAL FOR DEMO,204,War Applications on local
61,Skip edilen memberler case i,5,URGENT,OPEN,Open,APPROVAL,13.01.2016 16:05:21,9,SSping ss,13.01.2016 16:05:09,1,17,LOCAL FOR DEMO,204,War Applications on local
62,Skip edilen memberler case i 2 ,5,URGENT,OPEN,Open,APPROVAL,13.01.2016 17:08:29,9,SSping ss,13.01.2016 16:14:54,2,17,LOCAL FOR DEMO,204,War Applications on local
104,Continue On Error 4,5,URGENT,OPEN,Open,APPROVAL,02.08.2016 10:23:03,9,SSping ss,02.08.2016 10:24:35,0,17,LOCAL FOR DEMO,204,War Applications on local
104,Continue On Error 4,5,URGENT,OPEN,Open,APPROVAL,02.08.2016 10:23:03,9,SSping ss,02.08.2016 10:24:35,0,17,LOCAL FOR DEMO,202,Oracle DB
9,New URGENT,5,URGENT,OPEN,Open,APPROVAL,11.11.2015 12:59:55,9,Developer User 0,11.11.2015 13:00:53,1,17,LOCAL FOR DEMO,204,War Applications on local
46,On Error Denemesi,5,URGENT,OPEN,Open,APPROVAL,04.01.2016 12:42:21,9,Developer User 0,04.01.2016 12:35:13,1,17,LOCAL FOR DEMO,202,Oracle DB
46,On Error Denemesi,5,URGENT,OPEN,Open,APPROVAL,04.01.2016 12:42:21,9,Developer User 0,04.01.2016 12:35:13,1,17,LOCAL FOR DEMO,204,War Applications on local
55,ssss,5,URGENT,OPEN,Open,APPROVAL,07.01.2016 12:47:58,9,Developer User 0,06.01.2016 16:02:37,0,17,LOCAL FOR DEMO,1,app for git
57,Old Version Check,5,URGENT,OPEN,Open,APPROVAL,06.01.2016 16:04:41,9,Developer User 0,06.01.2016 20:50:03,0,17,LOCAL FOR DEMO,204,War Applications on local
61,Skip edilen memberler case i,5,URGENT,OPEN,Open,APPROVAL,13.01.2016 16:05:21,9,Developer User 0,13.01.2016 16:05:09,1,17,LOCAL FOR DEMO,204,War Applications on local
62,Skip edilen memberler case i 2 ,5,URGENT,OPEN,Open,APPROVAL,13.01.2016 17:08:29,9,Developer User 0,13.01.2016 16:14:54,2,17,LOCAL FOR DEMO,204,War Applications on local
104,Continue On Error 4,5,URGENT,OPEN,Open,APPROVAL,02.08.2016 10:23:03,9,Developer User 0,02.08.2016 10:24:35,0,17,LOCAL FOR DEMO,204,War Applications on local
104,Continue On Error 4,5,URGENT,OPEN,Open,APPROVAL,02.08.2016 10:23:03,9,Developer User 0,02.08.2016 10:24:35,0,17,LOCAL FOR DEMO,202,Oracle DB
9,New URGENT,5,URGENT,OPEN,Open,APPROVAL,11.11.2015 12:59:55,9,Developer User 1,11.11.2015 13:00:53,1,17,LOCAL FOR DEMO,204,War Applications on local
46,On Error Denemesi,5,URGENT,OPEN,Open,APPROVAL,04.01.2016 12:42:21,9,Developer User 1,04.01.2016 12:35:13,1,17,LOCAL FOR DEMO,202,Oracle DB
46,On Error Denemesi,5,URGENT,OPEN,Open,APPROVAL,04.01.2016 12:42:21,9,Developer User 1,04.01.2016 12:35:13,1,17,LOCAL FOR DEMO,204,War Applications on local
55,ssss,5,URGENT,OPEN,Open,APPROVAL,07.01.2016 12:47:58,9,Developer User 1,06.01.2016 16:02:37,0,17,LOCAL FOR DEMO,1,app for git
57,Old Version Check,5,URGENT,OPEN,Open,APPROVAL,06.01.2016 16:04:41,9,Developer User 1,06.01.2016 20:50:03,0,17,LOCAL FOR DEMO,204,War Applications on local
61,Skip edilen memberler case i,5,URGENT,OPEN,Open,APPROVAL,13.01.2016 16:05:21,9,Developer User 1,13.01.2016 16:05:09,1,17,LOCAL FOR DEMO,204,War Applications on local
62,Skip edilen memberler case i 2 ,5,URGENT,OPEN,Open,APPROVAL,13.01.2016 17:08:29,9,Developer User 1,13.01.2016 16:14:54,2,17,LOCAL FOR DEMO,204,War Applications on local
104,Continue On Error 4,5,URGENT,OPEN,Open,APPROVAL,02.08.2016 10:23:03,9,Developer User 1,02.08.2016 10:24:35,0,17,LOCAL FOR DEMO,204,War Applications on local
104,Continue On Error 4,5,URGENT,OPEN,Open,APPROVAL,02.08.2016 10:23:03,9,Developer User 1,02.08.2016 10:24:35,0,17,LOCAL FOR DEMO,202,Oracle DB
9,New URGENT,5,URGENT,OPEN,Open,APPROVAL,11.11.2015 12:59:55,9,Tester User 2,11.11.2015 13:00:53,1,17,LOCAL FOR DEMO,204,War Applications on local
46,On Error Denemesi,5,URGENT,OPEN,Open,APPROVAL,04.01.2016 12:42:21,9,Tester User 2,04.01.2016 12:35:13,1,17,LOCAL FOR DEMO,202,Oracle DB
46,On Error Denemesi,5,URGENT,OPEN,Open,APPROVAL,04.01.2016 12:42:21,9,Tester User 2,04.01.2016 12:35:13,1,17,LOCAL FOR DEMO,204,War Applications on local
55,ssss,5,URGENT,OPEN,Open,APPROVAL,07.01.2016 12:47:58,9,Tester User 2,06.01.2016 16:02:37,0,17,LOCAL FOR DEMO,1,app for git
57,Old Version Check,5,URGENT,OPEN,Open,APPROVAL,06.01.2016 16:04:41,9,Tester User 2,06.01.2016 20:50:03,0,17,LOCAL FOR DEMO,204,War Applications on local
61,Skip edilen memberler case i,5,URGENT,OPEN,Open,APPROVAL,13.01.2016 16:05:21,9,Tester User 2,13.01.2016 16:05:09,1,17,LOCAL FOR DEMO,204,War Applications on local
62,Skip edilen memberler case i 2 ,5,URGENT,OPEN,Open,APPROVAL,13.01.2016 17:08:29,9,Tester User 2,13.01.2016 16:14:54,2,17,LOCAL FOR DEMO,204,War Applications on local
104,Continue On Error 4,5,URGENT,OPEN,Open,APPROVAL,02.08.2016 10:23:03,9,Tester User 2,02.08.2016 10:24:35,0,17,LOCAL FOR DEMO,204,War Applications on local
104,Continue On Error 4,5,URGENT,OPEN,Open,APPROVAL,02.08.2016 10:23:03,9,Tester User 2,02.08.2016 10:24:35,0,17,LOCAL FOR DEMO,202,Oracle DB
9,New URGENT,5,URGENT,OPEN,Open,APPROVAL,11.11.2015 12:59:55,9,Release Manager,11.11.2015 13:00:53,1,17,LOCAL FOR DEMO,204,War Applications on local
46,On Error Denemesi,5,URGENT,OPEN,Open,APPROVAL,04.01.2016 12:42:21,9,Release Manager,04.01.2016 12:35:13,1,17,LOCAL FOR DEMO,202,Oracle DB
46,On Error Denemesi,5,URGENT,OPEN,Open,APPROVAL,04.01.2016 12:42:21,9,Release Manager,04.01.2016 12:35:13,1,17,LOCAL FOR DEMO,204,War Applications on local
55,ssss,5,URGENT,OPEN,Open,APPROVAL,07.01.2016 12:47:58,9,Release Manager,06.01.2016 16:02:37,0,17,LOCAL FOR DEMO,1,app for git
57,Old Version Check,5,URGENT,OPEN,Open,APPROVAL,06.01.2016 16:04:41,9,Release Manager,06.01.2016 20:50:03,0,17,LOCAL FOR DEMO,204,War Applications on local
61,Skip edilen memberler case i,5,URGENT,OPEN,Open,APPROVAL,13.01.2016 16:05:21,9,Release Manager,13.01.2016 16:05:09,1,17,LOCAL FOR DEMO,204,War Applications on local
62,Skip edilen memberler case i 2 ,5,URGENT,OPEN,Open,APPROVAL,13.01.2016 17:08:29,9,Release Manager,13.01.2016 16:14:54,2,17,LOCAL FOR DEMO,204,War Applications on local
104,Continue On Error 4,5,URGENT,OPEN,Open,APPROVAL,02.08.2016 10:23:03,9,Release Manager,02.08.2016 10:24:35,0,17,LOCAL FOR DEMO,204,War Applications on local
